1,2014,3.5
1,367,3.056338041411863
1,3982,2.9577464983236736
1,4008,2.834507062117795
1,2534,2.711267596529344
1,1012,2.588028189706036
1,96,2.3661971810293965
1,10358,2.3415492879117066
1,815,2.267605637941207
1,1844,2.267605637941207
1,152,2.242957744823517
2,2816,3.5
2,2798,3.283950617919879
2,2834,3.283950617919879
2,1296,3.024691349121696
2,3063,2.808641967041575
2,2817,2.6358024716795154
2,2854,2.203703707519273
2,24,1.987654325439152
2,42,1.987654325439152
2,44,1.987654325439152
2,948,1.987654325439152
3,6573,3.5
3,6583,3.3932926835473416
3,2028,3.3079268354734164
3,1455,3.2439024303372173
3,4141,3.0091463290531673
3,7709,2.987804860674434
3,7778,2.987804860674434
3,1563,2.881097544221776
3,1720,2.7530487848313916
3,2088,2.667682936757466
3,371,2.6036585316212673
4,1833,3.5
4,1832,2.8823529498387375
4,724,2.388235290075256
4,725,2.388235290075256
4,1795,2.2647058996774745
4,1798,2.2647058996774745
4,1800,2.2647058996774745
4,1801,2.2647058996774745
4,1802,2.2647058996774745
4,1803,2.2647058996774745
4,1804,2.2647058996774745
5,2014,3.5
5,13854,2.6923076923076925
5,936,2.530769256445078
5,7177,2.530769256445078
5,16254,2.530769256445078
5,8782,2.423076923076923
5,7300,2.2615384872143087
5,466,1.8846153846153846
5,669,1.8846153846153846
5,2002,1.8846153846153846
5,4612,1.8846153846153846
6,525,3.5
6,537,3.5
6,520,2.4393939432252756
6,12976,1.9090909148379136
6,12990,1.9090909148379136
6,13002,1.9090909148379136
6,13074,1.9090909148379136
6,13079,1.9090909148379136
6,13110,1.9090909148379136
6,20599,1.9090909148379136
6,752,1.458333328065246
7,2055,3.5
7,783,2.571428608500459
7,364,2.5476190507083714
7,244,2.2619047545676176
7,1858,2.2619047545676176
7,381,2.190476194724011
7,2052,2.0714285760625577
7,815,2.02380951724471
7,182,1.9047618985832568
7,1512,1.9047618985832568
7,2005,1.9047618985832568
8,10363,3.5
8,1833,3.4705882285175145
8,1836,3.3235294061666423
8,2547,3.117647040850799
8,669,2.9411764470174417
8,3251,2.9411764470174417
8,10358,2.9117647105965117
8,10359,2.9117647105965117
8,3255,2.7941176246665695
8,1784,2.705882345280669
8,3400,2.6470588023156973
9,19176,3.5
9,723,2.902439038041516
9,815,2.902439038041516
9,1068,2.7743902277691177
9,1204,2.6463414683787327
9,1784,2.6463414683787327
9,2180,2.6463414683787327
9,3505,2.6463414683787327
9,10243,2.6463414683787327
9,19146,2.6463414683787327
9,19149,2.6463414683787327
10,17627,3.5
10,2770,3.358585826232353
10,28,3.0050504761026318
10,37,3.0050504761026318
10,2238,3.0050504761026318
10,3089,3.0050504761026318
10,3090,3.0050504761026318
10,3088,2.828282801037771
10,17298,2.6515151259729106
10,2227,2.4747474509080494
10,3505,2.4747474509080494
11,8566,3.5
11,2534,2.9687499873606225
11,2014,2.4999999893563136
11,3847,2.406250004656613
11,8564,2.406250004656613
11,3851,2.2500000053218434
11,8515,1.937500006652304
11,8516,1.937500006652304
11,8517,1.937500006652304
