1,10,5
1,18,4.0
1,27,4.0
1,386,4.0
2,2713,4.0
2,3704,4.0
2,3825,4.0
2,5005,4.0
6,515,4.0
6,525,4.0
6,12948,4.0
6,12976,4.0
6,12990,4.0
10,5,4.0
10,2227,4.0
10,2863,4.0
10,3505,4.0
10,17573,4.0
10,19623,4.0
10,24183,4.0
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,22,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,57,5
23,110,5
23,110,5
23,272,4.0
23,351,4.0
23,361,4.0
23,373,5
23,373,5
23,373,5
23,380,5
23,399,4.0
23,422,5
23,506,5
23,506,5
23,1110,5
65,182,4.0
65,360,4.0
65,362,5
65,363,4.0
96,81,5
96,128,4.0
96,152,4.0
96,395,4.0
96,401,4.0
96,10243,4.0
96,13766,4.0
96,19175,4.0
96,19176,4.0
108,161,4.0
108,3249,4.0
108,12901,4.0
636,1,4.0
636,2,4.0
636,3,5
636,10,5
636,10,5
636,11,4.0
636,18,5
636,20,5
636,22,4.0
636,30,5
636,30,4.0
636,37,4.0
636,82,4.0
636,89,4.0
636,92,4.0
636,93,4.0
636,115,5
636,125,5
636,125,4.0
636,175,4.0
636,182,4.0
636,206,4.0
636,300,4.0
636,365,5
636,368,5
636,369,4.0
636,385,4.0
636,391,4.0
636,407,5
636,503,4.0
636,525,5
636,790,4.0
636,920,4.0
636,1236,5
636,1281,4.0
636,3954,4.0
636,4501,4.0
636,10356,4.0
636,10363,4.0
636,10369,4.0
636,10821,4.0
636,10834,4.0
636,12242,4.0
636,12896,4.0
636,13182,4.0
636,13184,4.0
636,14006,4.0
636,14175,4.0
636,19069,4.0
636,19157,4.0
636,19931,4.0
636,22621,4.0
636,22994,4.0
753,6,4.0
753,369,5
862,10,4.0
862,19,5
862,100,4.0
862,354,4.0
862,400,4.0
862,422,4.0
862,427,5
862,751,4.0
862,928,4.0
862,3204,4.0
862,3711,4.0
862,3762,4.0
862,13168,4.0
862,18689,4.0
862,19174,4.0
862,19208,4.0
863,10,4.0
863,24,4.0
863,100,4.0
863,206,4.0
863,4012,4.0
863,7290,4.0
863,7291,4.0
863,17386,4.0
872,3,5
872,5,4.0
872,10,5
872,10,5
872,10,5
872,10,5
872,10,5
872,18,4.0
872,23,5
872,27,5
872,27,4.0
872,31,5
872,35,4.0
872,37,4.0
872,46,4.0
872,55,5
872,69,5
872,81,5
872,81,4.0
872,85,5
872,85,5
872,85,5
872,85,5
872,85,5
872,100,5
872,100,5
872,100,4.0
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,5
872,102,4.0
872,109,4.0
872,114,5
872,114,4.0
872,123,5
872,125,5
872,130,4.0
872,135,5
872,138,4.0
872,155,5
872,170,4.0
872,176,4.0
872,181,4.0
872,188,4.0
872,197,4.0
872,262,4.0
872,268,5
872,268,5
872,284,5
872,299,5
872,375,5
872,375,4.0
872,379,4.0
872,401,5
872,401,4.0
872,415,4.0
872,422,4.0
872,431,4.0
872,434,4.0
872,436,5
872,436,4.0
872,515,4.0
872,1299,4.0
872,4051,5
872,4051,4.0
872,4151,4.0
872,4373,4.0
872,17333,4.0
872,18036,4.0
872,18056,5
872,22416,4.0
1611,89,4.0
1611,125,4.0
1611,363,4.0
1620,832,4.0
1620,858,4.0
1620,17110,4.0
1625,8,5
1625,8,4.0
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,5
1625,50,4.0
1625,60,5
1625,60,5
1625,60,5
1625,60,5
1625,60,4.0
1625,257,4.0
1625,2696,4.0
1625,2702,4.0
1625,10310,4.0
1625,18820,4.0
1625,22288,4.0
1625,23178,4.0
1652,85,5
1652,434,4.0
1652,434,4.0
